PersonCode	User_id	TripNrOverall	TripNrPerPerson	Date	Starttime	Endtime	Transportmode	Trippurpose	Usedrouteplanner	comment
SK84	4	303	23	05.07.2013	18:24:00	18:32:00	bus	recreation	0	
SK84	4	304	24	05.07.2013	22:25:00	22:30:00	car	home	0	
SK84	4	305	25	06.07.2013	10:52:00	11:52:00	car	recreation	1	car route was not shown
SK84	4	306	26	06.07.2013	14:48:00	15:48:00	car	home	0	
SK84	4	307	27	07.07.2013	08:36:00	08:46:00	car	recreation	0	
SK84	4	308	28	07.07.2013	12:59:00	13:19:00	car	shopping	0	
SK84	4	309	29	07.07.2013	13:32:00	13:41:00	car	home	0	
SW64	208	310	1	01.07.2013	13:10:00	13:12:00	walk	mtp	1	
SW64	208	310	1	01.07.2013	13:12:00	13:38:00	car	mtp	1	
SW64	208	310	1	01.07.2013	13:38:00	13:40:00	walk	business	1	
SW64	208	311	2	01.07.2013	14:00:00	na	walk	other	0	
SW64	208	312	3	01.07.2013	15:50:00	16:40:00	car	other	1	route unrealistic
SW64	208	313	4	01.07.2013	17:20:00	17:35:00	car	business	1	
SW64	208	314	5	01.07.2013	18:15:00	18:44:00	car	recreation	0	sponteanous break LM: check walks after car stage in data
SW64	208	315	6	01.07.2013	21:20:00	21:42:00	car	recreation	1	peacox did not work LM: check walks before and after
SW64	208	316	7	02.07.2013	09:48:00	09:50:00	walk	mtp	0	
SW64	208	316	7	02.07.2013	09:50:00	10:04:00	car	business	0	
SW64	208	317	8	02.07.2013	10:12:00	11:05:00	car	mtp	1	
SW64	208	317	8	02.07.2013	11:05:00	11:12:00	walk	business	1	
SW64	208	318	9	02.07.2013	14:33:00	15:54:00	car	business	0	
SW64	208	319	10	02.07.2013	16:24:00	16:46:00	car	business	0	LM: walk after
SW64	208	320	11	02.07.2013	20:05:00	20:04:00	walk	mtp	0	
SW64	208	320	11	02.07.2013	20:04:00	20:24:00	car	recreation	0	
SW64	208	321	12	03.07.2013	07:05:00	07:28:00	car	other	0	car route was not shown
SW64	208	322	13	03.07.2013	07:42:00	08:20:00	car	work_edu	0	Peacox crashed
SW64	208	323	14	03.07.2013	08:58:00	09:18:00	car	business	0	
SW64	208	324	15	03.07.2013	09:58:00	10:00:00	walk	mtp	0	
SW64	208	324	15	03.07.2013	10:00:00	10:26:00	car	other	0	
SW64	208	325	16	03.07.2013	10:35:00	11:25:00	car	business	0	forgot smartphone; LM: Time 11:16 also given, why? walk?
SW64	208	326	17	03.07.2013	12:28:00	12:33:00	walk, car	other	0	
SW64	208	327	18	03.07.2013	12:46:00	12:51:00	car	business	0	
SW64	208	328	19	03.07.2013	13:30:00	14:14:00	walk, car	business	0	
SW64	208	329	20	03.07.2013	15:20:00	15:26:00	walk, car, walk	work_edu	0	
SW64	208	330	21	03.07.2013	na	16:15:00	walk, car, walk	business	0	
SW64	208	331	22	03.07.2013	20:25:00	21:07:00	walk, car	recreation	0	
SW64	208	332	23	04.07.2013	12:54:00	12:56:00	walk	mtp	0	
SW64	208	332	23	04.07.2013	12:56:00	13:21:00	walk, car	other	0	
SW64	208	333	24	04.07.2013	13:55:00	13:57:00	walk	mtp	0	
SW64	208	333	24	04.07.2013	13:57:00	14:38:00	car, walk	shopping	0	
SW64	208	334	25	04.07.2013	21:32:00	21:39:00	walk	mtp	1	
SW64	208	334	25	04.07.2013	21:39:00	21:56:00	car	mtp	1	
SW64	208	334	25	04.07.2013	21:56:00	22:00:00	walk	recreation	1	
SW64	208	335	26	05.07.2013	09:26:00	09:28:00	walk	mtp	0	
SW64	208	335	26	05.07.2013	09:28:00	10:04:00	car	business	0	
SW64	208	336	27	05.07.2013	12:10:00	12:45:00	car	mtp	0	
SW64	208	336	27	05.07.2013	12:45:00	12:46:00	walk	na	0	peacox did not work
SW64	208	337	28	05.07.2013	13:05:00	13:06:00	walk	mtp	0	
SW64	208	337	28	05.07.2013	13:06:00	13:08:00	car	na	0	
SW64	208	338	29	05.07.2013	14:45:00	15:06:00	car	mtp	0	
SW64	208	338	29	05.07.2013	15:06:00	15:08:00	walk	business	0	
SW64	208	339	30	05.07.2013	15:17:00	15:34:00	car, walk, car	recreation	0	
SW64	208	340	31	05.07.2013	15:53:00	16:20:00	car	recration	0	
SW64	208	341	32	05.07.2013	16:30:00	17:08:00	car	shopping	0	
SW64	208	342	33	06.07.2013	14:07:00	14:10:00	walk	mtp	0	
SW64	208	342	33	06.07.2013	14:10:00	14:45:00	car	mtp	0	
SW64	208	342	33	06.07.2013	14:45:00	14:48:00	walk	recreation	0	
SW64	208	343	34	06.07.2013	17:30:00	17:36:00	walk	mtp	0	
SW64	208	343	34	06.07.2013	17:36:00	17:56:00	car	recreation	0	
SW64	208	344	35	06.07.2013	19:47:00	20:01:00	car	mtp	0	LM:check end time... 18? 19? 20?
SW64	208	344	35	06.07.2013	20:01:00	20:04:00	walk	recreation	0	
SW64	208	345	36	07.07.2013	10:04:00	10:06:00	walk	mtp	0	
SW64	208	345	36	07.07.2013	10:06:00	10:21:00	car	recreation	0	
SW64	208	346	37	07.07.2013	10:34:00	10:35:00	walk	mtp	0	
SW64	208	346	37	07.07.2013	10:35:00	10:58:00	car	mtp	0	
SW64	208	346	37	07.07.2013	10:58:00	11:04:00	walk	na	0	
SW64	208	347	38	07.07.2013	14:34:00	14:36:00	walk	mtp	0	
SW64	208	347	38	07.07.2013	14:36:00	15:00:00	car, walk	recreation	0	
SW64	208	348	39	07.07.2013	16:25:00	16:29:00	walk, car	recration	0	
SW64	208	349	40	07.07.2013	17:25:00	17:27:00	walk	mtp	0	
SW64	208	349	40	07.07.2013	17:27:00	17:45:00	car	mtp	0	
SW64	208	349	40	07.07.2013	17:45:00	17:48:00	walk	recreation	0	
SW64	208	350	41	07.07.2013	18:40:00	18:44:00	walk, car	recreation	0	
HK56	2	351	1	01.07.2013	09:30:00	10:00:00	walk	shopping	0	
HK56	2	352	2	01.07.2013	10:30:00	11:00:00	walk	home	0	
HK56	2	353	3	01.07.2013	16:30:00	17:30:00	walk	shopping	0	
HK56	2	354	4	01.07.2013	17:15:00	17:30:00	walk	home	0	
HK56	2	355	5	02.07.2013	13:20:00	13:46:00	walk	shopping	1	
HK56	2	356	6	02.07.2013	16:40:00	17:21:00	walk	recreation	0	
HK56	2	357	7	02.07.2013	20:00:00	21:00:00	bike	recreation	1	
HK56	2	358	8	02.07.2013	21:45:00	22:00:00	bike	home	1	LM: check times Hinweg und Rückweg sehr verschieden lang
HK56	2	359	9	03.07.2013	11:00:00	11:30:00	walk	shopping	0	LM: walk  home?
HK56	2	360	10	03.07.2013	16:45:00	17:30:00	bike	recreation	0	
HK56	2	361	11	03.07.2013	17:47:00	18:00:00	na	shopping	0	
HK56	2	362	12	04.07.2013	10:00:00	11:00:00	tram, walk	other	0	
HK56	2	363	13	04.07.2013	12:40:00	13:20:00	tram, walk	home	0	
HK56	2	364	14	04.07.2013	13:50:00	14:15:00	walk	shopping	0	
HK56	2	365	15	04.07.2013	16:10:00	16:48:00	walk or bike	recreation	0	LM: way home?
HK56	2	366	16	05.07.2013	13:15:00	14:05:00	walk	shopping	0	LM: walk home?
HK56	2	367	17	06.07.2013	10:30:00	10:46:00	walk	shopping	0	LM: walk home?
HK56	2	368	18	06.07.2013	13:50:00	15:22:00	bike	recreation	1	LM: bike home?
HK56	2	369	19	07.07.2013	16:50:00	17:28:00	bike	recreation	0	LM: bike home?
JF26	1	370	1	10.07.2013	06:50:00	07:03:00	bike or other	mtp	0	
JF26	1	370	1	10.07.2013	07:04:00	08:30:00	bike or other	recreation	0	LM: maybe train?
JF26	1	371	2	10.07.2013	09:30:00	12:50:00	bike	recreation	0	
JF26	1	372	3	10.07.2013	15:10:00	16:52:00	bike or other	mtp	0	
JF26	1	372	3	10.07.2013	16:53:00	18:15:00	bike or other	home	0	
JF26	1	373	4	11.07.2013	11:30:00	11:40:00	walk	mtp	1	
JF26	1	373	4	11.07.2013	11:41:00	11:51:00	metro	mtp	1	
JF26	1	373	4	11.07.2013	11:52:00	12:22:00	other, walk	recreation	1	LM: check routeplanner for mode sequence
JF26	1	374	5	11.07.2013	12:40:00	13:10:00	walk	shopping	0	
JF26	1	375	6	11.07.2013	14:05:00	14:55:00	walk	recreation	0	
JF26	1	376	7	11.07.2013	15:50:00	16:55:00	walk	home	0	
JF26	1	377	8	12.07.2013	08:40:00	08:50:00	walk	shopping	0	
JF26	1	378	9	12.07.2013	09:05:00	09:22:00	walk	mtp	1	
JF26	1	378	9	12.07.2013	09:23:00	09:44:00	other	mtp	1	LM: maybe train
JF26	1	378	9	12.07.2013	09:45:00	10:00:00	metro, walk	recreation	1	LM: check routeplanner for mode sequence
JF26	1	379	10	12.07.2013	10:43:00	12:18:00	walk	mtp	0	
JF26	1	379	10	12.07.2013	12:19:00	12:34:00	other, walk	recreation	0	
JF26	1	380	11	12.07.2013	18:26:00	18:27:00	walk	mtp	0	
JF26	1	380	11	12.07.2013	18:27:00	18:50:00	bus	home	0	
JF26	1	381	12	13.07.2013	09:21:00	09:32:00	walk	mtp	1	
JF26	1	381	12	13.07.2013	09:33:00	09:48:00	tram, walk	other	1	
JF26	1	382	13	13.07.2013	10:00:00	10:03:00	walk	mtp	1	
JF26	1	382	13	13.07.2013	10:03:00	11:05:00	car	recreation	1	
JF26	1	383	14	13.07.2013	11:08:00	11:49:00	walk	shopping	0	
JF26	1	384	15	13.07.2013	11:55:00	12:03:00	walk	home	0	
JF26	1	385	16	13.07.2013	12:19:00	12:35:00	walk	shopping	0	
JF26	1	386	17	13.07.2013	12:35:00	12:55:00	walk	home	0	LM: check 0min shopping
JF26	1	387	18	13.07.2013	13:00:00	13:42:00	walk	recreation	0	
JF26	1	388	19	13.07.2013	14:28:00	16:05:00	bike	recreation	0	
JF26	1	389	20	13.07.2013	16:30:00	18:43:00	bike	home	0	
JF26	1	390	21	14.07.2013	10:40:00	13:03:00	walk, bike, walk	recreation	0	
JF26	1	391	22	14.07.2013	13:35:00	13:40:00	bike	recreation	0	
JF26	1	392	23	14.07.2013	14:42:00	14:48:00	bike	recreation	0	
JF26	1	393	24	14.07.2013	14:55:00	15:02:00	walk	mtp	1	
JF26	1	393	24	14.07.2013	15:02:00	16:20:00	car, walk	home	1	
JF26	1	394	25	14.07.2013	16:37:00	17:12:00	walk	recreation	1	Heurigenbesuch
JF26	1	395	26	14.07.2013	18:08:00	19:00:00	walk	home	1	
JF26	1	396	27	15.07.2013	09:07:00	09:23:00	walk	shopping	0	LM: sure not car? when is the car fetched?
JF26	1	397	28	15.07.2013	09:29:00	09:34:00	walk	mtp	1	
JF26	1	397	28	15.07.2013	09:34:00	10:00:00	car, walk	other	1	Auto in die Garage (bring car to garage)
JF26	1	398	29	15.07.2013	10:07:00	10:57:00	walk	home	0	
JF26	1	399	30	15.07.2013	13:00:00	13:20:00	walk	recreation	0	
JF26	1	400	31	15.07.2013	17:37:00	17:52:00	walk	shopping	0	
JF26	1	401	32	15.07.2013	18:02:00	18:08:00	walk	home	0	
JF26	1	402	33	16.07.2013	09:50:00	10:12:00	walk	recreation	0	Park
JF26	1	403	34	16.07.2013	12:26:00	12:57:00	walk	mtp	0	
JF26	1	403	34	16.07.2013	12:58:00	13:26:00	rail	mtp	0	nach MD (second home)
JF26	1	403	34	16.07.2013	12:26:00	13:31:00	walk	shopping	0	
JF26	1	404	35	16.07.2013	13:31:00	13:37:00	walk	home	0	second home; LM: check 0min shopping
JF26	1	405	36	16.07.2013	14:35:00	15:15:00	walk, bike	recreation	0	
JF26	1	406	37	16.07.2013	16:15:00	16:22:00	walk	shopping	0	
JF26	1	407	38	16.07.2013	17:34:00	18:00:00	walk	home	0	
SJ23	201	408	1	01.07.2013	12:50:00	13:01:00	bike	recreation	1	
SJ23	201	409	2	01.07.2013	13:05:00	13:30:00	walk	recreation	0	
SJ23	201	410	3	01.07.2013	15:10:00	15:20:00	car	recreation	0	
SJ23	201	411	4	01.07.2013	15:20:00	15:50:00	walk, bike	work_edu	1	LM: way home?
SJ23	201	412	5	02.07.2013	01:45:00	02:00:00	bike	work_edu	0	
SJ23	201	413	6	02.07.2013	10:10:00	10:22:00	bike	other	1	
SJ23	201	414	7	02.07.2013	11:35:00	11:45:00	bike	work_edu	0	
SJ23	201	415	8	02.07.2013	16:45:00	16:50:00	walk	recreation	0	
SJ23	201	416	9	02.07.2013	17:30:00	17:40:00	walk	work_edu	0	LM: way home?
SJ23	201	417	10	03.07.2013	00:50:00	01:00:00	bike	work_edu	1	
SJ23	201	418	11	03.07.2013	09:30:00	09:41:00	bike	work_edu	1	LM: from work to work? business?
SJ23	201	419	12	03.07.2013	11:45:00	11:50:00	bike	work_edu	1	
SJ23	201	420	13	03.07.2013	12:00:00	12:10:00	bike	business	0	
SJ23	201	421	14	03.07.2013	14:15:00	14:25:00	bike	recreation	1	
SJ23	201	422	15	03.07.2013	15:10:00	15:15:00	walk	recreation	0	LM: bike?
SJ23	201	423	16	03.07.2013	15:30:00	15:40:00	bike	recreation	1	
SJ23	201	424	17	03.07.2013	17:40:00	17:50:00	bike	work_edu	1	LM: home?
SJ23	201	425	18	04.07.2013	01:30:00	01:34:00	bike	work_edu	0	
SJ23	201	426	19	04.07.2013	03:05:00	03:15:00	walk	recreation	0	
SJ23	201	427	20	04.07.2013	04:30:00	04:35:00	walk	recreation	0	
SJ23	201	428	21	04.07.2013	14:37:00	13:45:00	bike	recreation	0	
SJ23	201	429	22	04.07.2013	14:00:00	14:05:00	bike	recreation	0	
SJ23	201	430	23	04.07.2013	15:20:00	16:05:00	walk	recreation	0	
SJ23	201	431	24	04.07.2013	17:45:00	17:50:00	bike	work_edu	0	LM: home?
SJ23	201	432	25	05.07.2013	12:20:00	12:32:00	bike	work_edu	1	
SJ23	201	433	26	05.07.2013	17:45:00	17:50:00	bike	work_edu	0	LM: home?
SJ23	201	434	27	06.07.2013	00:35:00	00:42:00	bike	work_edu	0	
SJ23	201	435	28	06.07.2013	na	na	bike	work_edu	1	LM: get times from peacox log?
SJ23	201	436	29	06.07.2013	16:10:00	16:17:00	walk	shopping	1	
SJ23	201	437	30	06.07.2013	16:45:00	16:51:00	bike	work_edu	1	
SJ23	201	438	31	07.07.2013	02:10:00	02:50:00	walk	work_edu	0	
SJ23	201	439	32	07.07.2013	03:30:00	03:35:00	walk	recreation	0	
SJ23	201	440	33	07.07.2013	20:44:00	20:47:00	walk	recreation	0	searching for streets did not work
BE12	190	441	1	01.07.2013	06:15:00	06:45:00	walk	work_edu	0	weil er die Strecke nicht erkannte / because route was not recognized
BE12	190	442	2	01.07.2013	17:16:00	17:40:00	walk	shopping	0	
BE12	190	443	3	01.07.2013	17:50:00	18:01:00	na	recreation	0	LM: home?, walk?
BE12	190	444	4	02.07.2013	06:10:00	06:40:00	walk	work_edu	0	because route not recognized
BE12	190	445	5	02.07.2013	16:45:00	17:15:00	walk	shopping	0	LM: same as first day, check if interpretation of paper diary correct
BE12	190	446	6	02.07.2013	17:30:00	17:35:00	walk	recreation	0	route too short for peacox LM:home?
BE12	190	447	7	03.07.2013	06:15:00	06:45:00	walk	work_edu	0	route still not recognized
BE12	190	448	8	03.07.2013	16:30:00	16:45:00	walk	recreation	0	
BE12	190	449	9	03.07.2013	18:30:00	19:45:00	walk, tram	recreation	0	LM: check 0 min Freizeit
BE12	190	450	10	03.07.2013	19:45:00	20:00:00	walk	recreation	0	
BE12	190	451	11	03.07.2013	22:00:00	22:10:00	walk	recreation	0	LM: home?
BE12	190	452	12	04.07.2013	na	na	na	home	0	stayed home, was sick
BE12	190	453	13	05.07.2013	06:45:00	07:20:00	car	recreation	1	
BE12	190	454	14	05.07.2013	08:30:00	09:00:00	car	recreation	0	
BE12	190	455	15	05.07.2013	11:45:00	12:10:00	car	shopping	0	LM: check if correctly interpreted, I fear not!
BE12	190	456	16	05.07.2013	13:15:00	14:00:00	car home	1		
BE12	190	457	17	05.07.2013	17:20:00	18:10:00	walk	shopping	1	LM: way home?
BE12	190	458	18	06.07.2013	05:20:00	05:45:00	car	recreation	1	
BE12	190	459	19	06.07.2013	18:45:00	19:15:00	car	home	0	
BE12	190	460	20	07.07.2013	04:45:00	05:15:00	car	recration	1	
BE12	190	461	21	07.07.2013	06:48:00	06:57:00	car	shopping	0	LM: way back?
BE12	190	462	22	07.07.2013	17:21:00	17:45:00	car	recreation	1	LM: home?
BE12	190	463	23	08.07.2013	05:58:00	06:38:00	walk	work_edu	0	route not recognized
BE12	190	464	24	08.07.2013	15:30:00	15:50:00	tram	work_edu	0	peacox did not work
BE12	190	465	25	08.07.2013	16:05:00	16:09:00	walk	mtp	0	
BE12	190	465	25	08.07.2013	16:10:00	16:32:00	bus or tram	mtp	0	
BE12	190	465	25	08.07.2013	16:33:00	16:45:00	bus or tram	recreation	0	peacox did not work; LM: home?
BE12	190	466	26	09.07.2013	06:03:00	06:32:00	walk	home	0	still not working; LM: home missing again :)
BE12	190	467	27	10.07.2013	06:20:00	07:00:00	walk	work_edu	0	
BE12	190	468	28	10.07.2013	18:38:00	19:10:00	walk	recration	0	LM: correct interpretation? home?
BE12	190	469	29	11.07.2013	07:05:00	07:13:00	walk	mtp	0	
BE12	190	469	29	11.07.2013	07:14:00	07:36:00	tram	work_edu	0	
BE12	190	470	30	11.07.2013	08:50:00	09:10:00	car	business	1	
BE12	190	471	31	11.07.2013	11:27:00	11:47:00	car	business	1	
BE12	190	472	32	11.07.2013	14:22:00	14:55:00	car	business	1	LM: again home is missing?
MH43	202	473	1	01.07.2013	08:45:00	08:54:00	walk	mtp	0	
MH43	202	473	1	01.07.2013	08:55:00	09:39:00	tram	mtp	0	
MH43	202	473	1	01.07.2013	09:40:00	13:45:00	rail, walk 	business	0	
MH43	202	474	2	01.07.2013	13:56:00	14:16:00	walk	shopping	0	
MH43	202	475	3	01.07.2013	19:00:00	21:59:00	walk	recreation	0	LM:??
MH43	202	476	4	01.07.2013	22:00:00	23:40:00	walk	recreation	0	LM:???
MH43	202	477	5	02.07.2013	05:30:00	06:31:00	walk	recreation	0	
MH43	202	478	6	02.07.2013	17:30:00	22:20:00	bus	recreation	0	LM: seems a bit weired
MH43	202	479	7	03.07.2013	05:10:00	06:18:00	walk	recreation	0	
MH43	202	480	8	03.07.2013	14:25:00	14:49:00	walk	mtp	0	
MH43	202	480	8	03.07.2013	14:53:00	15:46:00	rail	mtp	0	LM: timetable
MH43	202	480	8	03.07.2013	16:00:00	18:13:00	rail	mtp	0	LM: timetable
MH43	202	480	8	03.07.2013	18:14:00	18:52:00	tram, walk	home	0	
MH43	202	481	9	04.07.2013	05:30:00	06:23:00	walk	home	0	LM: recreation/sports?
MH43	202	482	10	04.07.2013	10:14:00	10:44:00	car	other	0	Kältekammer?
MH43	202	483	11	04.07.2013	11:13:00	NA	car	other	0	Mittagessen
MH43	202	484	12	04.07.2013	12:20:00	NA	car	other	0	Frisör
MH43	202	485	13	04.07.2013	14:21:00	NA	car	other	0	ÖAMTC
MH43	202	486	14	04.07.2013	na	14:39:00	car	home	0	LM: not sure if I interpreted diary correctly
MH43	202	487	15	05.07.2013	06:45:00	07:37:00	walk	home	0	LM: recreation/sports?
MH43	202	488	16	05.07.2013	10:27:00	10:47:00	walk, car	other	0	
MH43	202	489	17	05.07.2013	11:55:00	na	car	other	0	Cyberprat? Westbahnhof
MH43	202	490	18	05.07.2013	12:35:00	na	car	other	0	
MH43	202	491	19	05.07.2013	13:54:00	na	car	other	0	
MH43	202	492	20	05.07.2013	14:18:00	na	car	other	0	
MH43	202	493	21	05.07.2013	na	14:38:00	car	home	0	LM: one car should be walk, and second walk is also missing...
MH43	202	494	22	05.07.2013	17:25:00	na	car	work_edu	0	Uni? probaly not so far away? 21:41 seems an unrealistic arrival time
MH43	202	495	23	06.07.2013	06:00:00	06:50:00	walk	home	0	LM:sports?
MH43	202	496	24	06.07.2013	10:24:00	11:02:00	car	shopping	0	
MH43	202	497	25	06.07.2013	11:21:00	11:46:00	car	recreation	0	
MH43	202	498	26	06.07.2013	17:22:00	na	car	recreation	0	
MH43	202	499	27	06.07.2013	na	22:41:00	car	home	0	
MH43	202	500	28	07.07.2013	na	na	car	recreation	0	LM: I do not understand what is meant with 12:30, 15:00, 17:47 :(
